Order ID,Order Date,Ship Mode,Segment,Region,Category,Sub-Category,Sales,Year,Month
CA-2015-141278,2015-06-21,First Class,Consumer,East,Office Supplies,Art,21.4,2015,6
CA-2018-122693,2018-02-19,Second Class,Corporate,South,Office Supplies,Appliances,1245.86,2018,2
CA-2015-117345,2015-08-01,Standard Class,Corporate,South,Office Supplies,Labels,17.54,2015,8
CA-2015-117345,2015-08-01,Standard Class,Corporate,South,Furniture,Furnishings,44.13,2015,8
CA-2015-117345,2015-08-01,Standard Class,Corporate,South,Office Supplies,Appliances,62.92,2015,8
CA-2015-117345,2015-08-01,Standard Class,Corporate,South,Office Supplies,Paper,78.3,2015,8
CA-2017-157763,2017-07-18,Standard Class,Corporate,South,Furniture,Chairs,140.81,2017,7
CA-2016-135391,2016-02-09,Second Class,Corporate,Central,Office Supplies,Labels,40.1,2016,2
CA-2016-135391,2016-02-09,Second Class,Corporate,Central,Furniture,Furnishings,40.78,2016,2
US-2018-113852,2018-07-29,Standard Class,Consumer,West,Technology,Accessories,90.57,2018,7
US-2018-158512,2018-01-12,Second Class,Home Office,East,Office Supplies,Paper,40.08,2018,1
US-2018-158512,2018-01-12,Second Class,Home Office,East,Furniture,Furnishings,37.68,2018,1
CA-2018-128370,2018-09-10,Same Day,Corporate,West,Furniture,Chairs,362.35,2018,9
CA-2018-128370,2018-09-10,Same Day,Corporate,West,Office Supplies,Binders,7.18,2018,9
CA-2016-160472,2016-07-20,Second Class,Consumer,Central,Office Supplies,Storage,34.76,2016,7
CA-2016-160472,2016-07-20,Second Class,Consumer,Central,Technology,Accessories,831.2,2016,7
CA-2016-160472,2016-07-20,Second Class,Consumer,Central,Office Supplies,Paper,26.4,2016,7
CA-2016-160472,2016-07-20,Second Class,Consumer,Central,Office Supplies,Envelopes,106.75,2016,7
CA-2016-160472,2016-07-20,Second Class,Consumer,Central,Office Supplies,Paper,97.82,2016,7
CA-2016-160472,2016-07-20,Second Class,Consumer,Central,Office Supplies,Storage,141.4,2016,7
CA-2015-114643,2015-06-13,Standard Class,Corporate,West,Office Supplies,Art,14.52,2015,6
US-2018-158218,2018-05-12,Second Class,Corporate,Central,Office Supplies,Storage,127.92,2018,5
US-2018-158218,2018-05-12,Second Class,Corporate,Central,Office Supplies,Binders,34.24,2018,5
CA-2016-121608,2016-09-03,First Class,Corporate,East,Office Supplies,Appliances,137.62,2016,9
CA-2016-121608,2016-09-03,First Class,Corporate,East,Technology,Phones,100.49,2016,9
US-2018-121251,2018-03-26,First Class,Consumer,East,Furniture,Bookcases,257.57,2018,3
US-2018-121251,2018-03-26,First Class,Consumer,East,Technology,Phones,119.96,2018,3
CA-2015-151078,2015-11-12,Same Day,Consumer,Central,Office Supplies,Storage,49.63,2015,11
US-2017-100839,2017-10-13,Standard Class,Corporate,West,Furniture,Tables,727.45,2017,10
US-2017-100839,2017-10-13,Standard Class,Corporate,West,Furniture,Furnishings,24.96,2017,10
US-2018-116659,2018-11-12,Same Day,Corporate,East,Technology,Phones,370.78,2018,11
CA-2018-118857,2018-04-15,First Class,Corporate,West,Furniture,Furnishings,196.45,2018,4
CA-2016-127110,2016-06-25,Standard Class,Home Office,East,Office Supplies,Paper,31.1,2016,6
CA-2016-127110,2016-06-25,Standard Class,Home Office,East,Office Supplies,Storage,78.26,2016,6
CA-2017-148201,2017-08-26,Second Class,Consumer,West,Office Supplies,Paper,6.48,2017,8
CA-2015-116932,2015-07-21,Standard Class,Corporate,West,Office Supplies,Art,99.2,2015,7
CA-2015-116932,2015-07-21,Standard Class,Corporate,West,Furniture,Chairs,801.57,2015,7
CA-2015-116932,2015-07-21,Standard Class,Corporate,West,Furniture,Tables,272.85,2015,7
CA-2018-142888,2018-11-21,Standard Class,Consumer,West,Furniture,Tables,70.98,2018,11
CA-2015-147914,2015-06-04,Standard Class,Home Office,East,Office Supplies,Paper,16.22,2015,6
US-2017-112977,2017-03-10,Standard Class,Consumer,East,Furniture,Bookcases,176.78,2017,3
CA-2018-112039,2018-03-25,Standard Class,Consumer,Central,Technology,Phones,470.38,2018,3
CA-2018-118885,2018-12-29,Standard Class,Consumer,West,Furniture,Chairs,393.57,2018,12
CA-2018-118885,2018-12-29,Standard Class,Consumer,West,Technology,Phones,302.38,2018,12
US-2018-166611,2018-03-28,Standard Class,Corporate,South,Office Supplies,Binders,68.74,2018,3
CA-2016-109512,2016-03-05,Same Day,Consumer,East,Office Supplies,Envelopes,29.34,2016,3
CA-2016-109512,2016-03-05,Same Day,Consumer,East,Furniture,Chairs,383.61,2016,3
CA-2016-109512,2016-03-05,Same Day,Consumer,East,Office Supplies,Storage,563.4,2016,3
CA-2017-118570,2017-11-13,Standard Class,Home Office,East,Office Supplies,Paper,217.06,2017,11
CA-2018-154718,2018-01-19,Second Class,Consumer,Central,Office Supplies,Labels,6.0,2018,1
CA-2017-147578,2017-04-22,Second Class,Consumer,West,Furniture,Furnishings,31.56,2017,4
CA-2015-140165,2015-05-13,First Class,Home Office,South,Office Supplies,Fasteners,7.1,2015,5
CA-2015-140165,2015-05-13,First Class,Home Office,South,Office Supplies,Binders,398.35,2015,5
CA-2015-142587,2015-10-21,First Class,Consumer,East,Office Supplies,Appliances,121.79,2015,10
CA-2015-142587,2015-10-21,First Class,Consumer,East,Furniture,Tables,409.59,2015,10
CA-2015-157623,2015-03-14,Standard Class,Corporate,West,Office Supplies,Paper,10.56,2015,3
CA-2015-157623,2015-03-14,Standard Class,Corporate,West,Office Supplies,Art,3.38,2015,3
CA-2018-145310,2018-12-22,Second Class,Consumer,South,Office Supplies,Envelopes,7.82,2018,12
CA-2017-100083,2017-11-24,Standard Class,Consumer,West,Office Supplies,Paper,24.78,2017,11
US-2018-108063,2018-12-02,First Class,Consumer,South,Office Supplies,Art,34.65,2018,12
CA-2016-109197,2016-12-31,Standard Class,Consumer,West,Office Supplies,Binders,487.98,2016,12
CA-2018-141789,2018-10-03,First Class,Consumer,Central,Office Supplies,Binders,1793.98,2018,10
CA-2015-169775,2015-08-29,Second Class,Consumer,South,Office Supplies,Envelopes,29.81,2015,8
CA-2015-169775,2015-08-29,Second Class,Consumer,South,Office Supplies,Binders,505.18,2015,8
CA-2015-169775,2015-08-29,Second Class,Consumer,South,Furniture,Tables,174.06,2015,8
CA-2017-140543,2017-06-29,Second Class,Consumer,South,Office Supplies,Storage,191.88,2017,6
CA-2017-151141,2017-08-20,First Class,Home Office,Central,Technology,Phones,14.78,2017,8
CA-2018-167094,2018-10-21,First Class,Corporate,West,Office Supplies,Paper,5.18,2018,10
CA-2018-167094,2018-10-21,First Class,Corporate,West,Furniture,Chairs,478.48,2018,10
CA-2018-167094,2018-10-21,First Class,Corporate,West,Technology,Accessories,28.4,2018,10
CA-2018-154410,2018-10-21,First Class,Corporate,Central,Office Supplies,Storage,909.12,2018,10
US-2017-150567,2017-05-17,Standard Class,Corporate,South,Office Supplies,Binders,2.95,2017,5
US-2017-150567,2017-05-17,Standard Class,Corporate,South,Office Supplies,Binders,27.02,2017,5
CA-2016-157959,2016-02-03,First Class,Corporate,West,Furniture,Furnishings,136.92,2016,2
CA-2018-105886,2018-12-18,Standard Class,Consumer,East,Furniture,Furnishings,18.96,2018,12
CA-2017-105963,2017-11-15,Standard Class,Corporate,West,Technology,Accessories,99.39,2017,11
CA-2018-121503,2018-07-03,Second Class,Corporate,Central,Office Supplies,Paper,273.9,2018,7
CA-2018-121503,2018-07-03,Second Class,Corporate,Central,Technology,Machines,597.13,2018,7
CA-2015-103366,2015-01-15,First Class,Consumer,South,Technology,Accessories,149.95,2015,1
CA-2018-124597,2018-04-30,Standard Class,Home Office,South,Office Supplies,Labels,4.61,2018,4
CA-2018-124597,2018-04-30,Standard Class,Home Office,South,Office Supplies,Art,15.53,2018,4
CA-2018-124597,2018-04-30,Standard Class,Home Office,South,Office Supplies,Labels,11.95,2018,4
CA-2016-105634,2016-11-08,Standard Class,Consumer,East,Office Supplies,Art,11.65,2016,11
CA-2016-123673,2016-10-30,Second Class,Home Office,Central,Technology,Phones,299.9,2016,10
US-2018-111423,2018-08-17,First Class,Corporate,East,Office Supplies,Binders,895.92,2018,8
US-2018-111423,2018-08-17,First Class,Corporate,East,Furniture,Chairs,462.56,2018,8
CA-2016-125178,2016-10-03,Standard Class,Corporate,East,Office Supplies,Storage,15.01,2016,10
CA-2017-156685,2017-07-08,Second Class,Corporate,Central,Technology,Phones,863.64,2017,7
CA-2017-156685,2017-07-08,Second Class,Corporate,Central,Office Supplies,Art,47.62,2017,7
CA-2018-126865,2018-12-05,Second Class,Consumer,West,Office Supplies,Paper,92.94,2018,12
CA-2018-102834,2018-03-09,Standard Class,Corporate,West,Technology,Accessories,199.98,2018,3
US-2017-139710,2017-06-09,Standard Class,Consumer,West,Technology,Phones,177.48,2017,6
CA-2018-121538,2018-11-28,First Class,Consumer,West,Office Supplies,Paper,88.77,2018,11
US-2018-101539,2018-03-16,Second Class,Home Office,West,Office Supplies,Paper,6.48,2018,3
US-2018-101539,2018-03-16,Second Class,Home Office,West,Office Supplies,Storage,46.51,2018,3
US-2018-101539,2018-03-16,Second Class,Home Office,West,Technology,Phones,659.98,2018,3
CA-2017-152121,2017-11-27,Second Class,Consumer,West,Technology,Phones,271.99,2017,11
CA-2018-161200,2018-08-06,Second Class,Consumer,South,Furniture,Bookcases,145.74,2018,8
CA-2018-161200,2018-08-06,Second Class,Consumer,South,Furniture,Furnishings,15.4,2018,8
CA-2018-101245,2018-11-27,Standard Class,Corporate,West,Office Supplies,Paper,244.55,2018,11
CA-2018-101245,2018-11-27,Standard Class,Corporate,West,Technology,Accessories,166.16,2018,11
CA-2016-141768,2016-05-25,Second Class,Home Office,West,Furniture,Furnishings,14.73,2016,5
CA-2017-112109,2017-07-08,Standard Class,Consumer,West,Office Supplies,Binders,19.97,2017,7
CA-2017-112109,2017-07-08,Standard Class,Consumer,West,Office Supplies,Storage,33.49,2017,7
CA-2017-112109,2017-07-08,Standard Class,Consumer,West,Office Supplies,Binders,8.74,2017,7
CA-2017-112109,2017-07-08,Standard Class,Consumer,West,Furniture,Chairs,662.88,2017,7
CA-2018-144064,2018-08-29,First Class,Corporate,Central,Office Supplies,Labels,47.36,2018,8
CA-2018-144064,2018-08-29,First Class,Corporate,Central,Office Supplies,Storage,27.44,2018,8
CA-2018-144064,2018-08-29,First Class,Corporate,Central,Office Supplies,Binders,3.24,2018,8
CA-2017-108581,2017-06-20,Standard Class,Corporate,Central,Technology,Accessories,95.97,2017,6
CA-2017-108581,2017-06-20,Standard Class,Corporate,Central,Office Supplies,Paper,10.37,2017,6
CA-2018-157987,2018-09-02,Standard Class,Corporate,East,Office Supplies,Art,23.1,2018,9
CA-2018-157987,2018-09-02,Standard Class,Corporate,East,Furniture,Furnishings,11.54,2018,9
CA-2018-157987,2018-09-02,Standard Class,Corporate,East,Furniture,Tables,254.53,2018,9
CA-2018-157987,2018-09-02,Standard Class,Corporate,East,Office Supplies,Appliances,12.98,2018,9
CA-2018-157987,2018-09-02,Standard Class,Corporate,East,Office Supplies,Binders,26.43,2018,9
CA-2018-157987,2018-09-02,Standard Class,Corporate,East,Technology,Phones,197.97,2018,9
CA-2018-157987,2018-09-02,Standard Class,Corporate,East,Office Supplies,Labels,18.9,2018,9
CA-2018-157987,2018-09-02,Standard Class,Corporate,East,Furniture,Chairs,1282.41,2018,9
CA-2018-157987,2018-09-02,Standard Class,Corporate,East,Office Supplies,Art,4.92,2018,9
CA-2018-157987,2018-09-02,Standard Class,Corporate,East,Technology,Accessories,238.0,2018,9
CA-2018-157987,2018-09-02,Standard Class,Corporate,East,Technology,Accessories,167.97,2018,9
CA-2018-157987,2018-09-02,Standard Class,Corporate,East,Office Supplies,Paper,17.12,2018,9
CA-2018-110905,2018-09-10,Second Class,Consumer,Central,Office Supplies,Binders,16.2,2018,9
CA-2018-110905,2018-09-10,Second Class,Consumer,Central,Office Supplies,Appliances,33.99,2018,9
CA-2018-110905,2018-09-10,Second Class,Consumer,Central,Technology,Accessories,296.85,2018,9
CA-2018-110905,2018-09-10,Second Class,Consumer,Central,Technology,Accessories,112.8,2018,9
CA-2018-110905,2018-09-10,Second Class,Consumer,Central,Office Supplies,Binders,13.71,2018,9
CA-2018-110905,2018-09-10,Second Class,Consumer,Central,Office Supplies,Paper,24.9,2018,9
CA-2018-110905,2018-09-10,Second Class,Consumer,Central,Office Supplies,Storage,286.29,2018,9
CA-2018-110905,2018-09-10,Second Class,Consumer,Central,Office Supplies,Appliances,24.18,2018,9
CA-2018-165841,2018-12-21,Standard Class,Consumer,East,Technology,Phones,281.97,2018,12
CA-2018-165841,2018-12-21,Standard Class,Consumer,East,Office Supplies,Supplies,69.5,2018,12
CA-2018-165841,2018-12-21,Standard Class,Consumer,East,Office Supplies,Paper,166.44,2018,12
CA-2018-117485,2018-09-23,Standard Class,Consumer,Central,Technology,Accessories,291.96,2018,9
CA-2018-140242,2018-05-06,Standard Class,Home Office,Central,Office Supplies,Art,6.41,2018,5
CA-2018-140242,2018-05-06,Standard Class,Home Office,Central,Technology,Accessories,408.74,2018,5
CA-2015-148950,2015-12-14,Standard Class,Consumer,Central,Office Supplies,Binders,5.1,2015,12
CA-2015-148950,2015-12-14,Standard Class,Consumer,Central,Office Supplies,Fasteners,2.9,2015,12
CA-2015-148950,2015-12-14,Standard Class,Consumer,Central,Technology,Accessories,35.02,2015,12
CA-2015-110408,2015-10-18,Second Class,Corporate,South,Office Supplies,Storage,275.97,2015,10
CA-2015-110408,2015-10-18,Second Class,Corporate,South,Technology,Phones,1394.95,2015,10
CA-2015-110408,2015-10-18,Second Class,Corporate,South,Furniture,Chairs,545.88,2015,10
CA-2016-109939,2016-05-08,Standard Class,Consumer,West,Office Supplies,Art,5.25,2016,5
CA-2017-112669,2017-04-14,Same Day,Consumer,West,Furniture,Chairs,933.54,2017,4
CA-2017-112669,2017-04-14,Same Day,Consumer,West,Office Supplies,Storage,42.98,2017,4
CA-2016-119592,2016-12-14,Second Class,Corporate,South,Office Supplies,Binders,3.76,2016,12
CA-2015-122749,2015-12-03,Standard Class,Consumer,Central,Technology,Phones,479.96,2015,12
CA-2015-164721,2015-11-25,Second Class,Corporate,West,Office Supplies,Appliances,320.88,2015,11
CA-2015-164721,2015-11-25,Second Class,Corporate,West,Furniture,Furnishings,23.88,2015,11
CA-2015-164721,2015-11-25,Second Class,Corporate,West,Office Supplies,Paper,26.76,2015,11
CA-2017-147417,2017-07-25,First Class,Consumer,East,Technology,Copiers,1439.98,2017,7
CA-2016-127509,2016-11-09,Standard Class,Consumer,Central,Office Supplies,Binders,17.22,2016,11
CA-2016-127509,2016-11-09,Standard Class,Consumer,Central,Furniture,Tables,1024.38,2016,11
CA-2016-127509,2016-11-09,Standard Class,Consumer,Central,Office Supplies,Envelopes,26.22,2016,11
CA-2016-127509,2016-11-09,Standard Class,Consumer,Central,Office Supplies,Paper,17.34,2016,11
CA-2018-111374,2018-02-24,Standard Class,Consumer,East,Office Supplies,Binders,4.96,2018,2
CA-2018-133648,2018-06-25,Standard Class,Home Office,West,Office Supplies,Labels,71.04,2018,6
CA-2018-133648,2018-06-25,Standard Class,Home Office,West,Office Supplies,Art,5.34,2018,6
CA-2018-133648,2018-06-25,Standard Class,Home Office,West,Office Supplies,Fasteners,11.3,2018,6
US-2018-147221,2018-12-02,Second Class,Consumer,Central,Office Supplies,Appliances,294.62,2018,12
US-2018-147221,2018-12-02,Second Class,Consumer,Central,Furniture,Furnishings,8.75,2018,12
CA-2015-131905,2015-02-06,First Class,Corporate,South,Office Supplies,Labels,15.0,2015,2
CA-2015-131905,2015-02-06,First Class,Corporate,South,Technology,Phones,161.61,2015,2
CA-2015-131905,2015-02-06,First Class,Corporate,South,Technology,Phones,144.95,2015,2
CA-2018-166128,2018-04-11,Standard Class,Consumer,West,Technology,Accessories,199.95,2018,4
CA-2018-166128,2018-04-11,Standard Class,Consumer,West,Office Supplies,Art,41.86,2018,4
CA-2018-163510,2018-12-25,Second Class,Consumer,South,Office Supplies,Storage,95.94,2018,12
CA-2018-163510,2018-12-25,Second Class,Consumer,South,Furniture,Chairs,304.45,2018,12
US-2018-143028,2018-04-11,Standard Class,Home Office,Central,Office Supplies,Binders,11.36,2018,4
CA-2015-111150,2015-12-31,Standard Class,Corporate,Central,Office Supplies,Art,29.68,2015,12
CA-2015-111150,2015-12-31,Standard Class,Corporate,Central,Technology,Accessories,47.53,2015,12
CA-2018-165386,2018-08-03,First Class,Consumer,Central,Furniture,Bookcases,183.37,2018,8
CA-2015-116407,2015-11-15,Standard Class,Consumer,South,Office Supplies,Art,4.22,2015,11
CA-2015-116407,2015-11-15,Standard Class,Consumer,South,Office Supplies,Appliances,333.06,2015,11
CA-2015-116407,2015-11-15,Standard Class,Consumer,South,Office Supplies,Paper,24.9,2015,11
CA-2016-155761,2016-12-11,Same Day,Consumer,Central,Technology,Accessories,159.98,2016,12
CA-2016-155761,2016-12-11,Same Day,Consumer,Central,Office Supplies,Storage,46.34,2016,12
CA-2017-145905,2017-09-18,Standard Class,Consumer,South,Furniture,Chairs,350.98,2017,9
CA-2017-145905,2017-09-18,Standard Class,Consumer,South,Office Supplies,Paper,13.08,2017,9
CA-2017-145905,2017-09-18,Standard Class,Consumer,South,Office Supplies,Storage,900.08,2017,9
CA-2016-113110,2016-03-19,Standard Class,Consumer,West,Office Supplies,Binders,17.57,2016,3
CA-2016-113110,2016-03-19,Standard Class,Consumer,West,Office Supplies,Labels,14.62,2016,3
CA-2016-113110,2016-03-19,Standard Class,Consumer,West,Office Supplies,Supplies,33.36,2016,3
CA-2016-113110,2016-03-19,Standard Class,Consumer,West,Office Supplies,Paper,40.14,2016,3
CA-2017-168354,2017-09-19,First Class,Home Office,East,Office Supplies,Storage,1606.23,2017,9
CA-2017-168354,2017-09-19,First Class,Home Office,East,Office Supplies,Paper,17.04,2017,9
CA-2017-168354,2017-09-19,First Class,Home Office,East,Office Supplies,Binders,49.53,2017,9
CA-2017-168354,2017-09-19,First Class,Home Office,East,Furniture,Chairs,872.32,2017,9
US-2018-111241,2018-08-20,Second Class,Consumer,West,Office Supplies,Binders,239.12,2018,8
CA-2016-114237,2016-03-13,First Class,Consumer,West,Furniture,Bookcases,141.96,2016,3
CA-2017-113516,2017-09-08,Second Class,Home Office,West,Office Supplies,Binders,33.02,2017,9
CA-2017-113516,2017-09-08,Second Class,Home Office,West,Office Supplies,Binders,67.14,2017,9
CA-2016-117961,2016-11-26,Standard Class,Corporate,East,Office Supplies,Binders,14.73,2016,11
CA-2016-117961,2016-11-26,Standard Class,Corporate,East,Office Supplies,Storage,104.9,2016,11
CA-2016-117961,2016-11-26,Standard Class,Corporate,East,Office Supplies,Binders,61.04,2016,11
CA-2016-117961,2016-11-26,Standard Class,Corporate,East,Office Supplies,Paper,10.95,2016,11
CA-2017-128923,2017-12-09,Standard Class,Corporate,Central,Office Supplies,Paper,9.39,2017,12
CA-2017-128923,2017-12-09,Standard Class,Corporate,Central,Office Supplies,Art,9.33,2017,12
CA-2018-162481,2018-09-25,Standard Class,Consumer,Central,Office Supplies,Binders,8.26,2018,9
CA-2018-162481,2018-09-25,Standard Class,Consumer,Central,Furniture,Chairs,269.97,2018,9
CA-2016-119214,2016-01-23,Standard Class,Home Office,West,Office Supplies,Paper,29.04,2016,1
CA-2016-119214,2016-01-23,Standard Class,Home Office,West,Office Supplies,Labels,14.62,2016,1
CA-2016-122287,2016-06-18,Standard Class,Home Office,West,Office Supplies,Paper,11.95,2016,6
CA-2016-122287,2016-06-18,Standard Class,Home Office,West,Office Supplies,Binders,4.54,2016,6
CA-2016-122287,2016-06-18,Standard Class,Home Office,West,Office Supplies,Binders,9.16,2016,6
CA-2016-122287,2016-06-18,Standard Class,Home Office,West,Furniture,Furnishings,75.36,2016,6
CA-2016-104493,2016-10-02,Standard Class,Corporate,West,Office Supplies,Binders,57.5,2016,10
US-2018-158946,2018-11-18,Standard Class,Corporate,East,Office Supplies,Art,38.86,2018,11
CA-2015-129168,2015-08-17,Standard Class,Corporate,Central,Office Supplies,Paper,15.55,2015,8
CA-2017-131835,2017-07-17,Standard Class,Corporate,East,Office Supplies,Appliances,162.64,2017,7
CA-2017-131835,2017-07-17,Standard Class,Corporate,East,Technology,Phones,597.0,2017,7
CA-2017-131835,2017-07-17,Standard Class,Corporate,East,Office Supplies,Paper,55.48,2017,7
CA-2016-142237,2016-07-11,First Class,Consumer,East,Furniture,Furnishings,289.8,2016,7
CA-2016-142237,2016-07-11,First Class,Consumer,East,Office Supplies,Binders,2.5,2016,7
CA-2016-142237,2016-07-11,First Class,Consumer,East,Office Supplies,Binders,6.48,2016,7
CA-2016-142237,2016-07-11,First Class,Consumer,East,Furniture,Chairs,341.49,2016,7
CA-2016-142237,2016-07-11,First Class,Consumer,East,Office Supplies,Art,11.12,2016,7
CA-2016-142237,2016-07-11,First Class,Consumer,East,Furniture,Furnishings,25.34,2016,7
CA-2017-136434,2017-12-01,Standard Class,Consumer,Central,Furniture,Furnishings,17.31,2017,12
CA-2018-120376,2018-12-22,First Class,Consumer,Central,Technology,Accessories,199.95,2018,12
CA-2018-120376,2018-12-22,First Class,Consumer,Central,Furniture,Chairs,1586.69,2018,12
CA-2018-120376,2018-12-22,First Class,Consumer,Central,Technology,Accessories,84.99,2018,12
CA-2018-120376,2018-12-22,First Class,Consumer,Central,Furniture,Tables,411.8,2018,12
CA-2015-106439,2015-10-31,Standard Class,Corporate,West,Office Supplies,Fasteners,11.34,2015,10
CA-2015-106439,2015-10-31,Standard Class,Corporate,West,Office Supplies,Storage,80.3,2015,10
CA-2015-106439,2015-10-31,Standard Class,Corporate,West,Office Supplies,Binders,15.97,2015,10
CA-2015-106439,2015-10-31,Standard Class,Corporate,West,Office Supplies,Paper,64.74,2015,10
CA-2015-106439,2015-10-31,Standard Class,Corporate,West,Office Supplies,Binders,19.3,2015,10
CA-2015-106439,2015-10-31,Standard Class,Corporate,West,Office Supplies,Storage,405.64,2015,10
CA-2015-106439,2015-10-31,Standard Class,Corporate,West,Furniture,Chairs,146.35,2015,10
CA-2015-106439,2015-10-31,Standard Class,Corporate,West,Technology,Accessories,251.91,2015,10
CA-2015-106439,2015-10-31,Standard Class,Corporate,West,Office Supplies,Art,12.39,2015,10
CA-2016-133452,2016-04-13,Standard Class,Consumer,West,Technology,Accessories,199.96,2016,4
CA-2016-133452,2016-04-13,Standard Class,Consumer,West,Furniture,Tables,710.83,2016,4
CA-2017-146521,2017-07-21,Second Class,Corporate,East,Office Supplies,Binders,1.94,2017,7
US-2018-110996,2018-11-20,Standard Class,Consumer,West,Furniture,Chairs,283.92,2018,11
CA-2017-129693,2017-11-26,Standard Class,Corporate,West,Office Supplies,Binders,7.31,2017,11
CA-2018-122504,2018-11-07,Second Class,Home Office,West,Technology,Accessories,59.97,2018,11
CA-2018-122504,2018-11-07,Second Class,Home Office,West,Technology,Phones,761.54,2018,11
CA-2015-131051,2015-12-01,Standard Class,Consumer,West,Furniture,Furnishings,58.2,2015,12
CA-2018-140676,2018-09-12,First Class,Consumer,East,Office Supplies,Paper,39.9,2018,9
CA-2018-140676,2018-09-12,First Class,Consumer,East,Office Supplies,Appliances,90.86,2018,9
CA-2018-140676,2018-09-12,First Class,Consumer,East,Office Supplies,Paper,94.85,2018,9
CA-2016-120103,2016-12-24,Standard Class,Consumer,West,Office Supplies,Paper,106.23,2016,12
CA-2016-120103,2016-12-24,Standard Class,Consumer,West,Technology,Phones,111.98,2016,12
CA-2016-120103,2016-12-24,Standard Class,Consumer,West,Furniture,Furnishings,7.71,2016,12
CA-2018-104647,2018-02-23,Standard Class,Consumer,West,Office Supplies,Paper,37.44,2018,2
CA-2015-110352,2015-11-23,Standard Class,Home Office,Central,Office Supplies,Labels,23.68,2015,11
CA-2017-140501,2017-06-23,Standard Class,Consumer,East,Office Supplies,Labels,122.12,2017,6
CA-2017-140501,2017-06-23,Standard Class,Consumer,East,Office Supplies,Labels,18.45,2017,6
CA-2017-140501,2017-06-23,Standard Class,Consumer,East,Office Supplies,Storage,324.9,2017,6
CA-2017-140501,2017-06-23,Standard Class,Consumer,East,Office Supplies,Paper,146.73,2017,6
CA-2017-140501,2017-06-23,Standard Class,Consumer,East,Office Supplies,Fasteners,3.96,2017,6
CA-2016-139290,2016-10-26,Standard Class,Corporate,West,Office Supplies,Labels,5.76,2016,10
CA-2018-166142,2018-07-15,Standard Class,Consumer,East,Office Supplies,Binders,26.55,2018,7
CA-2018-166142,2018-07-15,Standard Class,Consumer,East,Furniture,Tables,310.44,2018,7
CA-2015-145926,2015-11-17,Standard Class,Home Office,Central,Furniture,Chairs,479.9,2015,11
CA-2016-149678,2016-04-13,Second Class,Consumer,West,Office Supplies,Supplies,12.88,2016,4
US-2016-164357,2016-11-25,Standard Class,Consumer,South,Office Supplies,Art,13.12,2016,11
US-2017-146570,2017-05-15,Standard Class,Home Office,South,Office Supplies,Binders,511.84,2017,5
US-2017-146570,2017-05-15,Standard Class,Home Office,South,Office Supplies,Art,91.96,2017,5
US-2017-146570,2017-05-15,Standard Class,Home Office,South,Office Supplies,Art,8.34,2017,5
CA-2018-124401,2018-09-07,Standard Class,Consumer,West,Office Supplies,Storage,37.68,2018,9
CA-2018-124401,2018-09-07,Standard Class,Consumer,West,Technology,Accessories,279.94,2018,9
US-2015-140116,2015-03-10,Standard Class,Consumer,West,Office Supplies,Storage,636.41,2015,3
US-2015-140116,2015-03-10,Standard Class,Consumer,West,Office Supplies,Art,83.17,2015,3
CA-2015-123295,2015-07-18,Same Day,Home Office,West,Furniture,Chairs,259.14,2015,7
CA-2018-167101,2018-03-24,Second Class,Corporate,East,Office Supplies,Paper,221.92,2018,3
CA-2018-167101,2018-03-24,Second Class,Corporate,East,Technology,Accessories,26.0,2018,3
US-2015-167633,2015-09-30,Standard Class,Consumer,South,Office Supplies,Paper,15.55,2015,9
US-2015-152723,2015-09-26,Same Day,Corporate,Central,Office Supplies,Binders,0.88,2015,9
CA-2016-164882,2016-10-31,Same Day,Consumer,West,Office Supplies,Paper,19.98,2016,10
CA-2016-164882,2016-10-31,Same Day,Consumer,West,Office Supplies,Binders,398.35,2016,10
CA-2016-164882,2016-10-31,Same Day,Consumer,West,Office Supplies,Art,5.04,2016,10
CA-2016-164882,2016-10-31,Same Day,Consumer,West,Office Supplies,Fasteners,17.45,2016,10
CA-2016-164882,2016-10-31,Same Day,Consumer,West,Furniture,Chairs,323.14,2016,10
CA-2016-164882,2016-10-31,Same Day,Consumer,West,Office Supplies,Supplies,29.7,2016,10
CA-2016-164882,2016-10-31,Same Day,Consumer,West,Technology,Phones,1295.84,2016,10
CA-2016-164882,2016-10-31,Same Day,Consumer,West,Office Supplies,Storage,46.84,2016,10
CA-2016-164882,2016-10-31,Same Day,Consumer,West,Furniture,Bookcases,425.83,2016,10
CA-2016-159786,2016-10-12,Second Class,Consumer,East,Furniture,Tables,209.67,2016,10
CA-2017-130267,2017-09-19,Standard Class,Consumer,West,Office Supplies,Paper,159.88,2017,9
CA-2018-155460,2018-04-13,First Class,Corporate,West,Office Supplies,Paper,5.28,2018,4
CA-2018-155460,2018-04-13,First Class,Corporate,West,Office Supplies,Binders,895.92,2018,4
US-2018-168690,2018-01-07,Standard Class,Consumer,South,Office Supplies,Binders,2.81,2018,1
CA-2018-158246,2018-11-09,First Class,Corporate,West,Furniture,Chairs,215.98,2018,11
CA-2018-167381,2018-09-22,Second Class,Home Office,Central,Furniture,Bookcases,241.96,2018,9
CA-2018-167381,2018-09-22,Second Class,Home Office,Central,Office Supplies,Labels,27.72,2018,9
CA-2018-144862,2018-12-01,Standard Class,Home Office,East,Office Supplies,Envelopes,104.68,2018,12
